tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
264739708,9.662718221769662,1.160891747345475,1.5626538855033143,37.79692117243081,3.223868083774086e+18,82.382375,2.856138888888889,,14.5129,19.272,0.162,,,12.802,0.026,12.189,0.023,11.921,0.023,15.8544,0.001704,17.4613,0.008497,14.5974,0.002307,11.673,0.024,11.374,0.021,9.812,0.048,8.138,0.287,OSFC,10.0,roquette25,3248.0,0.670945,0.642603,[10],1,,,,,,,,,0,,0,,0
138978030,4786.30092322638,1.5208430400886777,4.468541766917219,4.507860117267333,3.2208805002283264e+18,83.2139211934663,0.181443176710315,0.166719,16.9754,19.087,0.132,17.9716,0.0489,15.964,0.114,15.32,0.107,15.211,0.164,17.6453,0.001564,18.2491,0.03362,16.9338,0.013706,15.375,0.042,15.901,0.164,12.066,,8.891,,Berkeley_20,4786.30092322638,Cantat-Gaudin2020,4907.0,1.13217,0.8,[3],1,,,,,,,,,0,,0,,0
124189991,112.20184543019651,4.244126233137571,1.6390492257455629,29.79194309963725,3.100751059535576e+18,103.878311942733,-6.87925850295065,0.695939,14.6175,16.153,0.121,15.177,0.007,13.88,0.024,13.574,0.047,13.58,0.052,15.1176,0.000461,15.5103,0.001822,14.5517,0.001373,13.449,0.026,13.478,0.035,11.979,,8.976,,Theia2563,112.20184543019651,Kounkel2020,6065.0,1.26452,1.13,[13],1,,,,,,,,,0,,0,,0
116825391,331.1311214825908,2.383505685513445,3.137086572616577,91.78694995497602,4.090779293709529e+18,273.160271539734,-21.832205278941,0.349217,15.1499,,,16.319,0.138,14.073,0.026,13.645,0.041,13.606,0.054,15.9289,0.000726,16.6015,0.006641,15.0874,0.004528,,,,,,,,,Theia4150,331.1311214825908,Kounkel2020,6311.0,2.81275,1.24,[6],1,,,,,,,,,0,,0,,0
433042248,2754.2287033381635,2.0310140921976347,2.352075595343431,17.36399123814215,4.10290849190237e+18,278.177149078117,-16.002490188914,0.626115,16.9402,,,18.2869,0.0548,15.657,0.089,14.843,0.072,14.598,0.094,17.773,0.002035,18.4483,0.049988,16.7752,0.01086,,,,,,,,,Ruprecht_171,2754.2287033381635,Cantat-Gaudin2020,4476.0,0.954223,0.7,[1],1,,,,,,,,,0,,0,,0
1767046486,114.8153621496884,0.9807014933812868,0.8541352217613436,22.04031524206837,4.2534836500062525e+18,280.750326613662,-5.74763415727857,0.346561,15.6967,,,16.6326,0.046,,,,,,,16.3393,0.000942,16.8435,0.005563,15.6015,0.00447,,,,,,,,,Theia2598,114.8153621496884,Kounkel2020,6144.0,1.82525,1.17,[0],1,,,,,,,,,0,,0,,0
300826035,83.17637711026708,3.667441935328369,48.02557667490079,24.96337139184437,4.3206769015230607e+18,290.064414078854,14.848834480438,0.518078,16.331,18.902,0.087,17.6249,0.0463,15.074,0.064,14.614,0.095,14.154,,17.1533,0.000811,17.8875,0.009645,16.2882,0.005075,,,,,,,,,Theia2280,83.17637711026708,Kounkel2020,5583.0,1.2726,0.99,[9],1,,,,,,,,,0,,0,,0
355837380,239.88329190194943,2.4067191732727315,4.036802449929855,42.89280721999226,4.5139059039610793e+18,286.088915118245,16.8151685758197,1.19421,14.2625,16.763,0.065,15.339,0.126,13.182,0.026,12.733,0.023,12.591,0.028,15.0088,0.000654,15.6761,0.003187,14.2229,0.00205,12.336,0.043,12.425,0.043,12.124,,9.078,,Theia463,239.88329190194943,Kounkel2020,5297.0,1.33704,0.91,[9],1,,,,,,,,,0,,0,,0
111353241,12.88249551693135,1.405639868672795,3.25110493005133,10.3005649476736,4.069282299515007e+18,270.762612977416,-22.747166905269,0.722465,14.8848,16.373,0.0,15.861,0.15,13.95,0.032,13.59,0.047,13.32,,15.5083,0.000561,16.0257,0.007346,14.8206,0.002466,,,,,,,,,NGC_6531,12.88249551693135,Cantat-Gaudin2020,6254.0,1.27846,1.21,[6],1,,,,,,,,,0,,0,,0
714714818,758.5775750291851,2.558045307309864,21.526069757157654,26.838508131688297,3.3268822558954936e+18,98.8658145588987,9.93096464202027,0.300068,15.8604,,,16.9381,0.0487,,,,,,,16.5771,0.001108,17.1057,0.03158,15.7172,0.01116,,,,,,,,,Theia5805,758.5775750291851,Kounkel2020,5780.0,2.12394,1.04,[11],1,,,,,,,,,0,,0,,0
1652714207,257.03957827688646,2.5055053333528523,1.9064164867198088,51.9268450212212,4.1049733403665367e+18,278.350947396809,-12.6214091160105,0.55744,14.9528,,,16.0364,0.0466,,,,,,,15.6721,0.000713,16.23,0.010613,14.8348,0.012738,,,,,,,,,Theia3729,257.03957827688646,Kounkel2020,5542.0,1.91597,0.98,"[1, 14]",2,,,,,,,,,0,,0,,0
427395879,5.3822187267555375,1.265920507238568,2.1627553751143678,46.05321114926512,3.0171834298770893e+18,83.82495833333333,-6.078616667,2.51587,12.2178,14.641,0.04,13.335,0.092,11.189,0.022,10.583,0.032,10.409,0.022,12.9939,0.000841,13.7002,0.003057,12.1934,0.00184,10.338,0.023,10.4,0.02,10.645,0.146,8.865,,OSFC,10.0,roquette25,5680.0,1.65719,1.01,[2],1,,,,,,,,,0,,0,,0
433171314,13.80384264602884,22.114607996695007,1.4439795649537013,36.53913645980007,4.1049237936179005e+18,278.423927895444,-12.7269508992277,0.613283,14.5631,14.391,0.102,15.558,0.252,13.637,0.037,13.279,0.039,13.169,0.039,15.2002,0.000544,15.7262,0.003766,14.4955,0.002631,,,,,,,,,Theia1868,13.80384264602884,Kounkel2020,6083.0,1.78521,1.14,"[1, 14]",2,,,,,,,,,0,,0,,0
226112529,24.547089156850287,1.4780040159015952,3.976978229153001,51.950115990397705,4.2583019504713134e+18,281.890374732852,-3.97555944614022,0.431263,15.2825,17.811,0.114,16.662,1.133,13.929,0.056,13.412,0.056,13.228,0.067,16.1892,0.001363,17.0328,0.011216,15.2669,0.00442,,,,,,,,,UBC_355,24.547089156850287,Cantat-Gaudin2020,6092.0,2.70986,1.14,[0],1,,,,,,,,,0,,0,,0
1847447873,398.10717055349687,1.097214032338319,1.2716023266367844,2.236964320019197,1.8257442505911e+18,295.023481946648,20.1938388131643,0.498522,16.2791,,,17.7755,0.0467,,,,,,,17.1936,0.000817,18.0154,0.012154,16.2301,0.00679,,,,,,,,,Theia4492,398.10717055349687,Kounkel2020,5371.0,1.58057,0.93,[15],1,2.236964320019197,1.097214032338319,4.032658218319958e-05,0.06118059604047041,0.07524173943886912,116.98302423568458,20.116547947270714,0.7085742072740324,0,0.04121186118432881,0,,0
175884319,38.01893963205613,5.732751081371667,5.946151677999954,47.30011692374584,4.2569011382960753e+18,279.892165210666,-4.50160568537273,0.558724,14.7609,16.943,0.0,16.533,0.15,13.587,0.087,10.059,,9.378,,15.488,0.000675,16.1113,0.00353,14.7023,0.004084,,,,,,,,,Theia1899,38.01893963205613,Kounkel2020,5957.0,2.04054,1.09,[0],1,,,,,,,,,0,,0,,0
164855111,102.32929922807536,1.0146547721289658,0.9620725002398064,11.878493575311506,4.107144807117959e+18,281.328423632527,-10.6768971492699,0.832359,14.5469,15.819,0.113,15.451,0.126,13.675,0.026,13.345,0.031,13.269,0.04,15.1042,0.000621,15.5286,0.004101,14.4568,0.005861,,,,,,,,,Theia2494,102.32929922807536,Kounkel2020,5834.0,1.2139,1.05,[8],1,,,,,,,,,0,,0,,0
427777337,102.32929922807536,1.8481619892757395,10.277243849690445,5.108535327374356,4.105882357228312e+18,281.933228356349,-12.4547117660235,0.687599,15.5554,18.203,0.107,16.486,1.133,14.371,0.037,13.834,0.049,13.772,0.041,16.3544,0.000865,17.0674,0.008664,15.5038,0.004995,13.531,0.052,13.847,0.103,12.16,,8.338,,Theia2494,102.32929922807536,Kounkel2020,5096.0,1.40607,0.86,[1],1,5.108535327374356,1.8481619892757395,0.00014457804966167483,0.041385444430624814,0.04334438386602163,82.76421481132188,8.80878708205562,0.7704067879779787,0,0.13041832828009176,0,,0
162598685,38.904514499428046,17.219859574126893,1.104086794979278,11.914531561373115,4.1070346154364416e+18,280.569598342927,-10.9131691341283,0.51072,13.1887,14.751,0.03,14.18,0.115,12.222,0.043,11.969,0.064,11.847,0.052,13.7539,0.000272,14.205,0.002532,13.1095,0.00103,11.514,0.037,11.613,0.04,11.819,0.45,8.226,,Theia1905,38.904514499428046,Kounkel2020,6667.0,3.54382,1.41,[8],1,11.914531561373115,17.219859574126893,0.0019758413943447174,0.028906600382388247,0.023740828903052243,402.96221546940654,3.7769004822556265,0.32497010296853024,0,4.201475993410436,0,,0
318657007,177.82794100389228,2.4777841755741643,0.6368127518517749,19.475509171209527,3.0549437902128783e+18,109.827648324678,-7.10431576008736,2.22591,15.8721,19.328,0.181,17.6687,0.0467,14.634,0.037,13.973,0.042,13.736,0.054,16.9064,0.001659,17.9465,0.01121,15.8926,0.004668,13.541,0.024,13.551,0.033,12.685,,8.978,,Theia379,177.82794100389228,Kounkel2020,3725.0,0.524359,0.521607,[5],1,,,,,,,,,0,,0,,0
225910517,309.0295432513592,1.2254121184687987,1.9118947954759944,1.213963968046894,4.255135189546865e+18,281.660078609233,-4.83044933524236,0.360927,15.7896,18.021,0.127,16.755,0.389,14.693,0.069,14.271,0.083,13.92,0.076,16.5814,0.001034,17.2772,0.009191,15.7369,0.005172,,,,,,,,,Theia4017,309.0295432513592,Kounkel2020,6373.0,2.08423,1.27,[0],1,1.213963968046894,1.2254121184687987,2.8927388921783833e-05,0.05398851605232812,0.05928446702472142,109.37516543664012,37.06864551540108,0.421999268632803,0,0.046143988875744925,0,,0
145816270,537.0317963702532,2.829060897006757,6.479939207288736,6.567383245649962,4.251865203241653e+18,281.820728123146,-7.8492654389528,0.397642,15.2423,14.399,0.098,16.242,0.103,14.302,0.053,14.043,0.067,13.9,0.073,15.8527,0.000693,16.3206,0.011318,15.143,0.009298,,,,,,,,,Theia5083,537.0317963702532,Kounkel2020,6042.0,1.90697,1.12,[8],1,,,,,,,,,0,,0,,0
151457427,309.0295432513592,1.128022070329041,1.4062332640633526,43.77823911799765,4.252498732477684e+18,282.77650727707,-6.36931232852777,0.496445,14.592,16.28,0.12,15.415,0.103,13.783,0.048,13.577,0.068,13.411,0.044,15.0909,0.000769,15.4676,0.003192,14.5053,0.001801,,,,,,,,,NGC_6705,309.0295432513592,Cantat-Gaudin2020,6578.0,1.74975,1.37,[8],1,,,,,,,,,0,,0,,0
50793506,13.510347607725068,5.614665531608883,2.777461141663016,20.541474877120045,3.2094427660963046e+18,83.37818333,-5.23112778,2.71229,14.7235,19.871,0.162,16.9861,0.0474,13.158,0.024,12.481,0.026,12.266,0.027,15.9341,0.002304,17.1916,0.012243,14.7675,0.006875,12.136,0.028,12.055,0.037,10.325,,6.625,0.15,OSFC,10.0,roquette25,4467.0,1.03925,0.7,[2],1,,,,,,,,,0,,0,,0
435934435,660.6934480075965,2.0821655421231946,4.37480708311104,82.71319266565014,3.334249945873217e+18,83.4877607805756,7.62725499202593,1.12836,14.6695,16.524,0.143,15.561,0.046,13.72,0.024,13.307,0.022,13.115,0.037,15.2919,0.000694,15.8118,0.002485,14.6051,0.002349,13.091,0.025,13.122,0.029,12.119,,8.857,,Theia5513,660.6934480075965,Kounkel2020,5316.0,0.97899,0.92,[12],1,,,,,,,,,0,,0,,0
378191625,239.88329190194943,2.8823710581344515,1.272636406626414,71.03990880749886,2.0202885738103224e+18,295.294483047641,23.4295787097619,2.72903,13.0165,15.516,0.064,13.882,0.092,12.22,0.019,11.766,0.022,11.633,0.024,13.5851,0.000451,14.0625,0.00218,12.9612,0.001777,,,,,,,,,Theia821,239.88329190194943,Kounkel2020,5259.0,0.817203,0.9,[15],1,71.03990880749886,2.8823710581344515,0.0010410606961097147,0.021166079974306938,0.017277195226089972,137.32079099261355,0.6334467590877576,0.45417348768402854,0,0.7254404624565344,0,,0
106675513,154.88166189124794,3.1950443221765843,3.666189300088145,17.50183425593772,4.143406356954797e+18,269.496609120279,-18.8097684339964,1.27277,13.8514,15.726,0.047,14.679,0.069,12.962,0.03,12.56,0.054,12.478,0.038,14.4617,0.000576,14.9669,0.004427,13.7899,0.003926,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,5967.0,1.17744,1.09,[6],1,,,,,,,,,0,,0,,0
177441377,112.20184543019651,0.950849023300089,0.7675447976882762,3.177259043175126,3.046231397514305e+18,106.884406100592,-11.2677817929376,0.995296,15.9319,18.214,0.116,16.9576,0.0461,14.93,0.046,14.313,0.043,14.379,0.101,16.6173,0.000839,17.2184,0.007793,15.8731,0.003939,14.228,0.027,14.373,0.048,12.509,,8.887,,Theia2557,112.20184543019651,Kounkel2020,4921.0,0.71199,0.81,[5],1,,,,,,,,,0,,0,,0
388851030,9.071476048694326,6.117711907932129,9.245806714673629,6.857225923316319,3.017144676390216e+18,83.716256,-6.293922,2.58006,15.198,19.971,0.163,,,13.591,0.031,12.95,0.034,12.626,0.022,16.5139,0.001662,18.1434,0.0241,15.2819,0.006808,12.52,0.023,12.339,0.025,10.531,0.119,8.225,,OSFC,10.0,roquette25,3249.0,0.667092,0.639787,[2],1,,,,,,,,,0,,0,,0
1650192547,131.82567385564047,1.3079297537697403,2.4515032569219177,9.33003325583948,4.104033361016903e+18,276.813709597793,-14.7880645055251,0.200588,15.9158,,,17.0284,0.0474,,,,,,,16.6473,0.001262,17.202,0.021867,15.7729,0.008822,,,,,,,,,Theia2741,131.82567385564047,Kounkel2020,6832.0,2.78429,1.48,[14],1,,,,,,,,,0,,0,,0
396413345,173.78008287493762,1.8406136281106589,10.091916431388212,3.540669992732032,4.314087360897775e+18,287.759133173766,13.3518798855476,1.58151,15.9287,19.784,0.167,17.6518,0.0463,14.631,0.037,13.915,0.037,13.729,0.057,16.9443,0.001197,17.9192,0.008483,15.9431,0.002648,,,,,,,,,Theia952,173.78008287493762,Kounkel2020,3792.0,0.658937,0.633783,[9],1,,,,,,,,,0,,0,,0
163737339,588.8436553555885,4.102177594508112,1.9827111663702603,29.503995427841165,4.253215476671503e+18,281.021054289538,-6.26478858088342,0.697691,13.3476,14.737,0.0,14.273,0.115,12.408,0.036,12.066,0.043,11.909,0.037,13.9519,0.00033,14.4527,0.001492,13.2867,0.00147,,,,,,,,,Theia5304,588.8436553555885,Kounkel2020,5670.0,2.70398,1.01,[8],1,,,,,,,,,0,,0,,0
178480739,102.32929922807536,0.9304761543437596,0.7126276893704377,64.43417319767381,3.0478658902702285e+18,108.453654204675,-10.2305031652681,0.758602,15.0782,16.637,0.213,15.95,0.115,14.361,0.033,14.032,0.022,13.872,0.061,15.592,0.001007,16.0086,0.004029,15.023,0.00226,13.916,0.028,14.068,0.046,12.384,,8.998,,NGC_2353,102.32929922807536,Cantat-Gaudin2020,5863.0,0.973964,1.06,[5],1,,,,,,,,,0,,0,,0
315585241,338.8441561392021,3.1644213307584232,3.327468076107466,10.470440708207535,4.3206149552565074e+18,288.463898246424,15.3026293909094,0.402111,15.6217,18.314,0.08,16.806,1.133,14.409,0.054,14.07,0.047,13.919,0.048,16.4331,0.000607,17.1697,0.004662,15.5842,0.002544,,,,,,,,,Theia4211,338.8441561392021,Kounkel2020,6732.0,2.06406,1.43,[9],1,,,,,,,,,0,,0,,0
177325200,23.442288153199225,1.9819275323115104,14.09203483569329,78.25615599942815,3.0512075809832474e+18,106.686357971849,-9.37569078576126,0.354884,15.7176,17.443,0.117,16.7038,0.0462,14.579,0.041,14.313,0.039,14.149,0.077,16.385,0.000834,16.9529,0.012428,15.6539,0.003756,14.011,0.028,14.04,0.044,12.67,,8.907,,Theia1774,23.442288153199225,Kounkel2020,6697.0,1.79092,1.42,[5],1,,,,,,,,,0,,0,,0
229343408,26.915348039269137,1.3735385914073883,2.967145709389707,81.34983900572233,3.3264135203447644e+18,98.3083124302314,9.02127315473595,0.923029,15.5965,17.604,0.074,16.492,1.133,14.38,0.04,13.748,0.033,13.549,0.042,16.3542,0.001328,17.0445,0.008382,15.5425,0.003682,13.538,0.025,13.519,0.04,11.658,0.254,8.657,,Theia1797,26.915348039269137,Kounkel2020,4702.0,1.02346,0.75,[11],1,,,,,,,,,0,,0,,0
164851026,38.904514499428046,2.675542589316549,5.687594721273747,95.5315646519397,4.107175730886094e+18,281.279529867722,-10.290856306949,0.260813,14.178,15.187,0.12,14.774,0.149,13.231,0.049,12.941,0.067,12.806,0.05,14.7192,0.000397,15.1339,0.005448,14.0851,0.004863,,,,,,,,,Theia1905,38.904514499428046,Kounkel2020,6713.0,4.02368,1.43,[8],1,,,,,,,,,0,,0,,0
177525599,112.20184543019651,2.8647205078088063,16.92915188194513,34.320090048497825,3.046554409114397e+18,107.010263111892,-10.5889061136522,1.04357,15.8572,18.111,0.112,16.8409,0.0461,14.843,0.036,14.353,0.052,14.135,0.074,16.5219,0.001535,17.0838,0.009177,15.7843,0.005029,14.279,0.03,14.737,0.067,11.996,,8.889,,Theia2557,112.20184543019651,Kounkel2020,5025.0,0.674904,0.84,[5],1,,,,,,,,,0,,0,,0
162721223,38.904514499428046,3.2380458931535867,6.99541262171254,16.700948693606577,4.155284930859952e+18,280.745578987254,-9.93719422936128,0.480172,15.3058,17.434,0.273,16.533,1.133,14.427,0.049,14.164,0.06,13.939,0.06,15.9034,0.00094,16.3778,0.016457,15.2217,0.005198,,,,,,,,,Theia1905,38.904514499428046,Kounkel2020,6451.0,1.49591,1.31,[8],1,16.700948693606577,3.2380458931535867,0.00039209494841875684,0.04195053674768454,0.041995043383082735,190.46054317124546,2.6944577116883672,0.36094231514896336,0,0.2992793721881944,0,,0
287840238,10.983241499149912,2.7512008903600265,6.6468685053053855,89.4257766382717,3.0168767735084856e+18,84.328761,-6.784416,2.88892,15.8577,,,,,13.919,0.027,13.328,0.032,13.082,0.038,17.3354,0.002216,19.2164,0.052931,15.9712,0.00644,12.876,0.026,12.646,0.026,12.113,,8.923,,OSFC,10.0,roquette25,3070.0,0.540396,0.536535,[2],1,,,,,,,,,0,,0,,0
117079435,56.23413251903491,2.11637876749143,2.586854735553323,15.889093632539554,4.095499741969813e+18,273.174123774114,-18.9890117857511,0.433657,15.0896,17.394,0.052,16.901,0.15,13.616,0.038,11.822,,10.635,,15.7141,0.000632,16.2215,0.003763,15.011,0.008216,,,,,,,,,Theia2045,56.23413251903491,Kounkel2020,5334.0,2.03097,0.92,[6],1,,,,,,,,,0,,0,,0
343193205,3630.7805477010174,2.3171019131295907,21.604596877269813,16.732886649640314,4.32104578766663e+18,288.787388562293,15.9022165579628,2.30447,17.0017,,,19.3518,0.0582,15.485,0.049,14.666,0.065,14.409,0.072,18.2592,0.001687,19.5257,0.04031,17.0541,0.010027,14.527,0.09,15.32,0.22,11.299,,8.425,,Theia1617,3630.7805477010174,Kounkel2020,3448.0,0.41047,0.403249,[9],1,,,,,,,,,0,,0,,0
42888607,22.387211385683376,2.298365790385604,8.438124203214782,99.75818649835163,3.1042283981963674e+18,97.150874890029,-5.01037158185345,,16.4361,19.549,0.165,18.8478,0.0937,14.696,0.038,14.135,0.039,13.831,0.05,17.8296,0.001841,18.8659,0.097029,16.482,0.014699,13.605,0.026,13.377,0.031,12.673,,8.854,,Theia55,22.387211385683376,Kounkel2020,3498.0,0.40782,0.40028,[4],1,,,,,,,,,0,,0,,0
116190580,194.98445997580416,3.341913873811864,6.24318738212474,23.26137933615689,4.095677450530652e+18,273.110279025138,-18.3516557007633,1.88617,15.1936,17.093,0.041,16.568,0.423,13.932,0.021,13.246,0.044,13.004,0.058,15.9902,0.003677,16.7262,0.016014,15.1181,0.009004,,,,,,,,,UPK_5,194.98445997580416,Cantat-Gaudin2020,4424.0,0.663155,0.692,[6],1,,,,,,,,,0,,0,,0
432730625,109.64781961431828,2.542167848576947,19.666081541545797,16.411778498489188,4.104053800673526e+18,277.698465607205,-14.8658894989518,0.693321,13.9348,15.732,0.117,14.746,0.263,12.932,0.042,12.546,0.046,12.416,0.038,14.5886,0.000496,15.0808,0.003709,13.8149,0.033165,,,,,,,,,Theia2534,109.64781961431828,Kounkel2020,5488.0,2.26483,0.96,"[1, 14]",2,,,,,,,,,0,,0,,0
34102664,102.32929922807536,1.286850141935496,2.302814323495628,14.362398051446013,4.204048615152818e+18,283.703432371969,-7.79736218023863,0.687483,14.9678,16.911,0.0,15.833,0.092,14.152,0.033,13.815,0.03,13.772,0.048,15.5581,0.000697,16.0452,0.005062,14.9069,0.003517,13.45,0.035,13.557,0.039,12.018,,9.11,,Theia2494,102.32929922807536,Kounkel2020,5666.0,1.27686,1.01,[8],1,,,,,,,,,0,,0,,0
432719173,177.82794100389228,3.777256505119847,5.887443522370899,27.874227431231965,4.104186291836743e+18,277.754063689916,-13.8998279023272,3.73638,14.6225,17.936,0.178,16.309,0.16,13.184,0.026,12.413,0.023,12.21,0.021,15.7335,0.000922,16.8734,0.00747,14.6565,0.003317,,,,,,,,,Theia223,177.82794100389228,Kounkel2020,3603.0,0.595478,0.584383,"[1, 14]",2,,,,,,,,,0,,0,,0
1765559293,588.8436553555885,2.5010235676289403,3.922774141516606,27.83796260355383,4.252797559121496e+18,280.560075726135,-6.79656410279038,0.565637,16.2306,,,17.2888,0.0464,,,,,,,16.9367,0.001291,17.4804,0.013931,16.1104,0.00542,,,,,,,,,Theia5304,588.8436553555885,Kounkel2020,5480.0,1.05404,0.96,[8],1,,,,,,,,,0,,0,,0
385300681,7.585775750291836,2.643388153751951,0.8486702916084135,76.41084905725775,2.022163172423921e+18,290.357125529764,22.6727728421178,1.98185,14.751,,,16.618,0.149,13.083,0.073,12.302,0.033,12.15,0.024,15.7963,0.001338,16.9268,0.009212,14.7233,0.003992,11.92,0.106,11.991,0.102,10.715,,9.138,,Theia38,7.585775750291836,Kounkel2020,3959.0,1.15553,0.617,[7],1,,,,,,,,,0,,0,,0
145069565,426.5795188015934,1.855737319474597,10.466207019111692,4.893985739336541,4.2531541101690696e+18,281.488899481245,-6.43269445455956,0.294303,16.1468,18.968,0.132,17.164,0.0461,15.352,0.082,15.156,,14.747,,16.8322,0.000861,17.3627,0.009564,16.0354,0.004694,,,,,,,,,Theia4639,426.5795188015934,Kounkel2020,6187.0,1.82592,1.18,[8],1,,,,,,,,,0,,0,,0
433689694,263.02679918953817,2.937250277611188,2.6315391398653447,10.186545704309614,4.104741274707661e+18,279.127139483819,-12.8835017151884,0.879503,14.3587,16.116,0.114,15.325,0.103,13.406,0.033,13.011,0.033,12.904,0.039,15.0353,0.000528,15.618,0.002822,14.3094,0.002838,,,,,,,,,Theia984,263.02679918953817,Kounkel2020,5827.0,1.4898,1.05,"[1, 14]",2,10.186545704309614,2.937250277611188,0.00032528358333298125,0.02303434718348967,0.020370499970377674,69.72278805521516,8.83518344809701,0.659809904818456,0,0.3741142916169901,0,0.5290775050823505,0
36302893,134.8962882591656,3.0428665133940864,11.38766534537486,7.911341884919325,4.203589912630349e+18,284.440192735039,-9.07186080121311,0.493431,13.7172,14.391,0.048,14.413,0.114,13.005,0.032,12.733,0.035,12.655,0.032,14.199,0.000436,14.5749,0.002319,13.6515,0.00237,12.278,0.023,12.334,0.025,11.641,0.421,8.84,,Theia2753,134.8962882591656,Kounkel2020,6212.0,2.5863,1.2,[8],1,7.911341884919325,3.0428665133940864,0.00011583616754766714,0.014999505072833375,0.012634992287676313,98.81144927167661,5.688036322356316,0.8409395287260547,0,0.2841827002397945,0,,0
47361505,38.01893963205613,9.477452429280438,1.0199773043740257,14.384802026373558,4.2569366662645504e+18,280.223575358705,-4.16986265519516,0.566301,15.2177,17.296,0.0,16.18,0.06,13.912,0.039,13.443,,13.258,,16.0368,0.00084,16.7806,0.003979,15.1765,0.002877,,,,,,,,,Theia1899,38.01893963205613,Kounkel2020,6881.0,1.832,1.49,[0],1,,,,,,,,,0,,0,,0
366339776,85.11380382023759,1.7572059455747806,8.22956591919183,15.470969551928142,4.5066766450404393e+18,286.408328995447,14.8439442416207,1.0862,15.0099,17.813,0.071,16.197,0.08,13.917,0.04,13.549,0.056,13.301,0.041,15.7968,0.000419,16.5085,0.004358,14.9764,0.001288,12.818,0.032,12.796,0.032,11.819,0.22,9.226,,Theia2312,85.11380382023759,Kounkel2020,5368.0,1.09486,0.93,[9],1,,,,,,,,,0,,0,,0
50527300,1230.268770812381,2.127250998907644,6.252700256194394,83.37683615451878,3.209272547952904e+18,81.9094223415624,-5.63270474525418,0.392143,16.5717,17.441,0.074,17.1799,0.046,15.753,0.064,15.678,0.129,15.839,0.281,17.026,0.000905,17.3849,0.007411,16.5174,0.006242,15.481,0.043,15.506,0.102,12.573,,8.54,0.345,Theia6774,1230.268770812381,Kounkel2020,5975.0,0.759475,1.1,[2],1,,,,,,,,,0,,0,,0
