tic,teff,tmag,mass,radius,sigma,GAIA,ra,dec,mstar,rstar,plx,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,age,e_age,assoc,ref
353203910,5270.0,11.733,0.903,0.728727,0.0027296457191999,2.2572489245930765e+17,62.0520929234602,38.4309345912445,0.903,0.728727,6.11325,13.55,0.0,12.528,0.046,10.787,0.026,10.298,0.031,10.169,0.018,12.3683,0.001476,12.9165,0.005222,11.6832,0.003953,10.164,0.023,10.195,0.02,10.125,0.068,8.225,,58.0,,Per OB3,Kerr+2023
353595605,6017.6,8.69522,1.113,1.41329,0.0009655420723199,1.764730293036375e+17,66.4790206432193,36.0453164598415,1.113,1.41329,8.79122,9.643,0.042,9.163,0.003,8.211,0.026,8.025,0.018,7.97,0.023,9.04883,0.000605,9.32007,0.002159,8.64978,0.002166,7.916,0.025,7.937,0.019,7.929,0.022,7.516,0.168,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
353804063,4215.0,9.5214,0.66,0.646908,0.00162558606816,2.957131025345503e+17,24.3468072835563,26.9533530109609,0.66,0.646908,26.5244,12.705,0.362,10.769,0.087,8.429,0.023,7.784,0.021,7.642,0.027,10.2865,0.002894,11.0491,0.012084,9.47458,0.009028,7.515,0.031,7.557,0.021,7.481,0.017,7.599,0.147,150.0,,ABDMG,
353846116,6046.91,10.0161,1.125,0.98553,0.0010097454974399,1.7821427776488243e+17,67.0871206387253,37.0050396022737,1.125,0.98553,6.37756,11.426,0.104,10.631,0.007,9.345,0.024,9.007,0.027,8.96,0.024,10.5014,0.000253,10.8953,0.000546,9.96377,0.000921,8.898,0.024,8.933,0.02,8.892,0.034,8.36,,58.0,,Per OB3,Kerr+2023
353928017,5120.13,11.2343,0.862,0.775775,0.0026264704464,6.866024484399731e+16,55.0500791379473,25.6422803614436,0.862,0.775775,7.16507,13.158,0.006,12.088,0.069,10.208,0.021,9.757,0.03,9.579,0.019,11.8766,0.002171,12.4336,0.00791,11.1783,0.005162,9.524,0.022,9.532,0.02,9.441,0.044,8.313,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
353928236,5407.11,10.4999,0.94,0.845453,0.0014247598175999,7.094138357730739e+16,55.0239533011507,26.1963696234255,0.94,0.845453,7.78655,11.924,0.183,11.071,0.014,9.758,0.023,9.383,0.031,9.264,0.019,11.0228,0.000809,11.46,0.00253,10.4524,0.001919,9.218,0.023,9.245,0.02,9.206,0.035,8.617,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
354006723,6031.0,9.799,1.118,1.96786,0.0017463271550399,3.4561547241909924e+18,88.3460833051373,37.3306723004678,1.118,1.96786,3.74726,10.921,0.055,10.304,0.012,9.228,0.024,9.011,0.028,8.921,0.022,10.2121,0.00055,10.5407,0.00133,9.75481,0.001444,8.872,0.023,8.895,0.02,8.869,0.028,8.533,0.387,175.0,,Theia_438,Kounkel+2019;Kounkel+2020
354130886,6139.0,10.2589,1.163,1.14762,0.0016517520719999,4.4178016856966886e+17,51.6829982379873,49.9095535009895,1.163,1.14762,5.67051,11.619,0.035,10.938,0.015,9.632,0.025,9.299,0.026,9.216,0.021,10.7347,0.001649,11.1204,0.004944,10.2096,0.003784,9.18,0.024,9.183,0.021,9.111,0.034,8.513,,58.0,,Per OB3,Kerr+2023
354132964,6361.89,9.7895,1.266,1.18006,0.0015421357411199,4.414059222992476e+17,51.7088065391156,48.7922258525953,1.266,1.18006,5.58406,10.895,0.102,10.388,0.007,9.2,0.023,9.01,0.029,8.894,0.022,10.1986,0.000755,10.5215,0.002296,9.7435,0.001622,8.801,0.023,8.787,0.019,8.788,0.025,8.628,0.451,58.0,,Per OB3,Kerr+2023
354132979,6637.4,9.47699,1.394,1.23321,0.00076083562368,4.414057848602902e+17,51.763549869636,48.787040735341,1.394,1.23321,5.74825,10.52,0.075,10.003,0.005,8.966,0.037,8.743,0.028,8.682,0.022,9.84834,0.000235,10.1347,0.00066,9.43021,0.000896,8.668,0.023,8.67,0.019,8.638,0.026,8.128,0.213,58.0,,Per OB3,Kerr+2023
354178584,5450.0,10.4856,0.952,1.10453,0.0014899061836798,2.497652031049469e+17,53.7864884358944,49.7443416502981,0.952,1.10453,5.79131,11.705,0.163,10.958,0.011,9.785,0.019,9.444,0.028,9.311,0.02,10.9854,0.001839,11.3996,0.006363,10.4386,0.004347,9.234,0.023,9.264,0.02,9.165,0.035,8.562,,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
354356785,5453.0,10.5484,0.952,0.832214,0.0013513096512,2.7609739977176586e+18,352.16115032078,8.69422218076681,0.952,0.832214,7.51536,11.888,0.214,11.265,0.015,9.862,0.024,9.49,0.024,9.396,0.021,11.0524,0.00183,11.4789,0.003312,10.5097,0.003071,9.351,0.023,9.389,0.02,9.368,0.039,8.653,,120.0,,Crius_174,
354571603,4986.0,9.7597,0.82,0.839552,0.00050509613592,4.802947444765743e+18,84.3051741777863,-42.7159359704052,0.82,0.839552,12.4248,10.396,0.051,10.5702,0.0461,8.269,0.06,7.928,0.038,7.865,0.031,10.33,0.00221,10.8281,0.007076,9.71417,0.009212,,,,,,,,,150.0,,ABDMG,
354571604,5392.0,9.0032,0.94,1.03056,0.00050566700664,4.802947444765743e+18,84.3038246638847,-42.7154588409337,0.94,1.03056,12.4717,10.37,,9.925,0.114,8.08,0.026,7.723,0.051,7.663,0.02,9.46274,0.001631,9.83876,0.006172,8.95953,0.004601,7.233,0.034,7.394,0.019,7.384,0.017,7.427,0.124,150.0,,ABDMG,
354638295,7983.0,8.44255,1.923,1.63943,0.00159036445872,4.415501301220027e+17,52.8111688823078,49.7062411985192,1.923,1.63943,5.50211,9.25,0.0,8.61,0.03,8.185,0.021,8.145,0.047,8.089,0.023,8.57026,0.000434,8.67865,0.001184,8.4132,0.0019,8.091,0.022,8.097,0.018,8.028,0.023,7.501,0.15,58.0,,Per OB3,Kerr+2023
354638993,8088.0,8.55849,1.965,1.60853,0.0007877695464001,4.415603993813928e+17,52.8757678962308,49.9020793472534,1.965,1.60853,5.64882,9.749,0.0,8.78,0.03,8.223,0.023,8.137,0.046,8.174,0.024,8.72615,0.000357,8.86638,0.00162,8.51783,0.001174,8.129,0.024,8.139,0.021,8.122,0.022,8.217,0.252,58.0,,Per OB3,Kerr+2023
354795914,4685.0,11.8969,0.747,0.78454,0.00292644594288,2.496732177883237e+17,53.93402197478,49.10201608053,0.747,0.78454,5.78189,13.812,0.101,12.724,0.092,10.878,0.023,10.3,0.031,10.193,0.021,12.5469,0.002531,13.1237,0.008376,11.8342,0.006378,10.125,0.023,10.129,0.021,10.068,0.063,8.706,,58.0,,Per OB3,Kerr+2023
355078068,5893.86,10.7617,1.07,1.11666,0.0014735550528,9.862255474483478e+17,114.627295995576,56.5666593417989,1.07,1.11666,4.45658,12.119,0.211,11.298,0.016,10.156,0.021,9.866,0.021,9.765,0.022,11.1938,0.000816,11.5335,0.001616,10.7103,0.001132,9.709,0.024,9.731,0.02,9.696,0.042,8.249,,97.0,,Theia_214,Kounkel+2019;Kounkel+2020
355235442,5266.0,10.1505,0.9,1.02345,0.0012250120607999,5.300857711996955e+18,130.502060294729,-62.3073342049825,0.9,1.02345,7.87606,11.938,0.155,10.903,0.014,9.398,0.027,8.971,0.063,8.827,0.019,10.6903,0.00383,11.1512,0.014569,10.1072,0.009674,8.784,0.023,8.818,0.019,8.736,0.024,8.854,0.295,35.0,,Theia_92,Kounkel+2019;Kounkel+2020
355353917,5793.0,11.0324,1.04,0.909044,0.0016579416240001,5.491682971514706e+18,109.386693552027,-53.4927489731219,1.04,0.909044,5.0186,12.096,0.289,12.067,0.028,10.414,0.024,10.105,0.026,10.039,0.026,11.4939,0.000711,11.8658,0.00263,10.9841,0.002048,9.927,0.023,9.951,0.021,9.775,0.035,9.326,0.484,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
355406799,6614.0,5.5982,1.38,1.42545,0.0004742189423999,5.492026740697659e+18,110.0892665193,-52.3115340273012,1.38,1.42545,30.1651,6.373,0.023,5.5,0.03,5.284,0.079,5.126,0.047,4.946,0.018,5.89647,0.00106971,6.1279,0.003921,5.56269,0.003564,4.319,0.318,3.921,0.157,3.759,0.008,4.368,0.025,200.0,,CARN,
355707036,5764.21,8.2051,1.03,0.929085,0.00040920383088,4.905600633472735e+18,1.36855098642414,-61.2258540706821,1.03,0.929085,17.3476,9.449,0.0,8.82,0.03,7.6,0.02,7.316,0.044,7.23,0.021,8.64678,0.00039,9.00594,0.001406,8.16308,0.001682,7.113,0.049,7.226,0.02,7.218,0.017,7.186,0.105,30.5,,Tuc-Hor,
355945313,5102.0,10.7174,0.86,0.90872,0.0015464860991999,5.301732820175623e+18,133.080089208727,-60.078955524302,0.86,0.90872,7.21232,12.218,0.248,11.344,0.019,9.935,0.027,9.489,0.024,9.372,0.025,11.2825,0.003153,11.7706,0.006793,10.6714,0.005174,9.287,0.023,9.337,0.02,9.227,0.027,9.175,0.368,17.0,,Sco-Cen,Kerr+2023
355946913,6653.0,8.9718,1.4,1.25466,0.0006437801807999,5.301422001982097e+18,132.977903766273,-60.7017703968528,1.4,1.25466,7.38584,9.826,0.0,9.38,0.03,8.518,0.018,8.338,0.042,8.324,0.036,9.29026,0.000223,9.53648,0.001113,8.9311,0.001346,8.258,0.023,8.283,0.02,8.243,0.018,7.982,0.1,17.0,,Sco-Cen,Kerr+2023
356078371,7941.0,10.4254,1.91,1.53852,0.00145238935824,5.325983133237063e+18,138.417574791531,-48.9882081916043,1.91,1.53852,2.39634,10.884,0.11,10.589,0.008,10.165,0.026,10.067,0.023,10.077,0.027,10.5716,0.000319,10.6865,0.000806,10.386,0.000643,10.004,0.023,10.039,0.019,9.753,0.074,8.041,0.276,39.80002888941504,4.856338006259897,VelaPupis,Cantat+2019
356446815,6475.0,10.1582,1.32,0.889426,0.0011706346224002,5.201231341355952e+18,165.089122882817,-77.0265654138559,1.32,0.889426,7.30435,11.414,0.101,10.648,0.007,9.581,0.022,9.253,0.021,9.174,0.021,10.6076,0.001109,10.9726,0.003877,10.1103,0.00284,9.102,0.023,9.145,0.02,9.055,0.028,8.44,0.23,17.0,,Sco-Cen,Kerr+2023
356900912,3802.0,10.9546,0.58,1.20861,0.0018424360051199,5.200035927402217e+18,177.382717037363,-78.8502940686217,0.58,1.20861,9.91829,14.33,0.098,12.971,0.069,9.449,0.022,8.721,0.046,8.486,0.023,11.9324,0.004251,13.042,0.020397,10.9044,0.013995,8.17,0.023,7.612,0.02,4.543,0.015,1.827,0.012,8.8,0.5,ScoCen,Rotzenbock+2023
357019659,,11.9522,0.695,0.647,0.0028314798249598,5.199981334075581e+18,179.306354096294,-79.3587586054923,0.695,0.647,,14.323,0.246,11.95,0.1,8.955,0.027,7.86,0.046,6.954,0.018,12.9742,0.107575,13.6822,0.543692,11.368,0.345715,5.857,0.116,5.043,0.058,4.663,0.014,2.567,0.019,3.7,,EPSC,
357023705,3905.0,11.0084,0.61,0.818883,0.0014216381265598,5.29710060774408e+18,135.851397959451,-63.8091813509216,0.61,0.818883,12.7275,13.035,0.078,12.666,0.069,9.567,0.027,8.862,0.049,8.689,0.021,11.9103,0.001108,12.8435,0.003966,10.8981,0.002193,8.569,0.023,8.526,0.019,8.424,0.02,8.191,0.135,17.0,,Sco-Cen,Kerr+2023
357105301,5531.0,7.9675,0.97,1.92551,0.0005591188656,5.78834570849936e+18,180.412964578839,-78.9880305325534,0.97,1.92551,10.1387,9.265,0.029,8.591,0.002,7.263,0.027,6.967,0.044,6.848,0.018,8.42848,0.002196,8.79602,0.00729,7.91396,0.005472,6.823,0.06,6.792,0.022,6.785,0.017,6.677,0.065,8.8,0.5,ScoCen,Rotzenbock+2023
357383758,6794.0,8.6906,1.46,1.36441,0.0006031959350399,5.300034555751436e+18,137.146492276647,-60.3330426899162,1.46,1.36441,7.4177,9.473,0.036,9.08,0.03,8.296,0.03,8.145,0.033,8.047,0.02,8.98133,0.000269,9.20735,0.001051,8.65387,0.001369,8.038,0.023,8.074,0.02,8.014,0.017,7.929,0.162,34.0,6.0,,Luhman+2024
357534718,6679.28,6.8947,1.41,1.93471,0.0003159297936,5.248353282990775e+18,137.532274855745,-65.4895044274416,1.41,1.93471,11.9835,7.622,0.0,7.3,0.03,6.522,0.024,6.357,0.053,6.283,0.02,7.19174,0.00024,7.4337,0.001956,6.8708,0.002817,6.183,0.082,6.117,0.031,6.254,0.015,6.178,0.039,189.0,,Theia_424,Kounkel+2019;Kounkel+2020
357950905,5281.0,9.8495,0.91,0.829521,0.00111301488936,4.538445491620916e+18,282.404201926258,27.9007427812564,0.91,0.829521,10.7445,11.505,0.09,10.568,0.007,9.133,0.027,8.748,0.027,8.643,0.02,10.3632,0.001641,10.7898,0.005017,9.7981,0.004195,8.54,0.023,8.577,0.02,8.505,0.022,8.446,0.269,160.0,,Crius_226,
357951155,7785.0,11.2837,1.844,1.43546,0.0032902772882399,4.538435218059048e+18,282.426057993786,27.7752131839848,1.844,1.43546,1.81663,11.771,0.165,11.37,0.012,10.914,0.022,10.803,0.028,10.729,0.021,11.4687,0.000459,11.5998,0.001564,11.2275,0.000788,10.645,0.023,10.638,0.02,10.367,0.054,8.818,0.333,62.0,,Theia_148,Kounkel+2019;Kounkel+2020
358037186,7664.0,10.2799,1.794,1.72477,0.0012270160152,4.5344403143586514e+18,282.427966457674,24.8909463929602,1.794,1.72477,2.40986,10.825,0.071,10.498,0.005,9.98,0.024,9.945,0.03,9.875,0.022,10.4664,0.000252,10.6083,0.00081,10.2369,0.000683,9.808,0.023,9.831,0.02,9.81,0.041,8.904,,29.0,,Cep-Her,Kerr+2023
358817580,6654.73,7.9136,1.4,1.33285,0.0004705114715999,5.296998666702964e+18,139.392252216315,-63.38736399753,1.4,1.33285,10.9353,8.675,0.0,8.32,0.03,7.52,0.026,7.358,0.053,7.28,0.024,8.21518,0.000396,8.45077,0.001308,7.87957,0.001476,7.195,0.045,7.271,0.02,7.27,0.016,7.263,0.069,189.0,,Theia_424,Kounkel+2019;Kounkel+2020
359137193,3542.0,11.4758,0.48,1.12585,0.00221733081648,5.836756960654873e+18,181.150583837389,-77.5263135851443,0.48,1.12585,9.92198,15.154,0.066,13.637,0.046,9.765,0.023,9.125,0.02,8.881,0.019,12.5714,0.001769,13.9441,0.010161,11.4201,0.005039,8.741,0.024,8.584,0.02,8.469,0.02,8.605,0.27,8.8,0.5,ScoCen,Rotzenbock+2023
359307236,4252.0,10.5744,0.66,1.27728,0.0027537554613599,6.067137224015451e+18,201.209542591008,-54.3401611465417,0.66,1.27728,8.37109,12.623,0.296,11.649,0.024,9.386,0.024,8.709,0.023,8.529,0.019,11.3558,0.004033,12.124,0.014568,10.5223,0.012123,8.362,0.021,8.383,0.019,8.282,0.02,7.984,0.142,15.5,0.5500000000000007,ScoCen,Rotzenbock+2023
359641042,3601.0,11.8448,0.51,0.928182,0.00285411760344,5.788664871812309e+18,184.191394544868,-77.8926284779229,0.51,0.928182,9.8204,15.374,0.111,14.022,0.114,10.094,0.022,9.465,0.025,9.237,0.021,12.9206,0.003679,14.2364,0.017286,11.7889,0.009708,9.179,0.022,9.046,0.02,8.89,0.026,8.525,0.289,8.8,0.5,ScoCen,Rotzenbock+2023
359740883,5139.0,9.1912,0.87,1.23542,0.00080196781968,5.299141546145254e+18,140.895748152273,-61.1933002014738,0.87,1.23542,10.3081,10.769,0.068,9.99,0.03,8.557,0.027,8.064,0.044,7.964,0.027,9.73143,0.002072,10.1946,0.005117,9.1461,0.004573,7.77,0.028,7.829,0.02,7.762,0.017,7.725,0.118,17.0,,Sco-Cen,Kerr+2023
359766954,3854.0,11.1805,0.59,1.06174,0.0023623324041601,5.841382846589454e+18,184.932095818922,-74.0659034463931,0.59,1.06174,9.86489,14.56,0.062,13.104,0.069,9.746,0.026,9.048,0.026,8.858,0.023,12.14,0.001612,13.2013,0.006866,11.1213,0.003844,8.746,0.022,8.664,0.02,8.534,0.021,8.422,0.288,10.2,0.8499999999999996,ScoCen,Rotzenbock+2023
359897851,6423.0,7.8319,1.29,1.22816,0.0004994803295999,5.788750466217278e+18,185.871011658257,-77.6809515133112,1.29,1.22816,13.0623,8.752,0.027,8.288,0.002,7.383,0.019,7.216,0.023,7.135,0.034,8.16273,0.000274,8.42068,0.001538,7.79458,0.001653,7.094,0.045,7.115,0.02,7.117,0.017,7.029,0.078,19.5,,Carina,
359902754,5776.0,8.5951,1.04,1.16768,0.0011380359312,5.248648089548727e+18,141.256772669775,-64.6253301437535,1.04,1.16768,11.5336,9.812,0.039,9.229,0.003,7.979,0.029,7.692,0.063,7.602,0.02,9.02554,0.001064,9.37456,0.002944,8.55436,0.00306,7.493,0.028,7.559,0.02,7.515,0.018,7.458,0.085,189.0,,Theia_424,Kounkel+2019;Kounkel+2020
360019299,6295.0,9.19715,1.234,1.36485,0.0007839891633599,2.2499584753076503e+18,300.518329761309,68.3067764218969,1.234,1.36485,6.54741,10.187,0.054,9.632,0.004,8.69,0.027,8.489,0.042,8.437,0.021,9.55747,0.00035,9.83817,0.001632,9.155,0.001606,8.395,0.022,8.424,0.02,8.312,0.019,7.749,0.096,21.0,,CFN,Kerr+2023
360269732,7132.0,8.6254,1.59,1.71462,0.00192524607504,5.84927624491187e+18,217.408324308492,-66.4117427847765,1.59,1.71462,5.78781,9.303,0.03,8.99,0.03,8.237,0.023,8.073,0.055,8.049,0.034,8.88413,0.000887,9.08127,0.003408,8.58295,0.002244,8.003,0.025,8.007,0.019,7.971,0.021,8.006,0.175,172.0,,Theia_436,Kounkel+2019;Kounkel+2020
36042232,5950.0,8.7243,1.09,1.55276,0.0006719683247998,5.881254230590915e+18,225.233429122236,-56.3308510093268,1.09,1.55276,8.16602,10.018,0.043,9.315,0.003,8.119,0.02,7.863,0.029,7.747,0.016,9.16413,0.000198,9.51912,0.000881,8.68044,0.001335,7.717,0.029,7.762,0.019,7.734,0.02,7.716,0.142,183.0,,Theia_439,Kounkel+2019;Kounkel+2020
360630575,5876.0,8.7215,1.06,0.983215,0.00062112750264,5.838450865699669e+18,189.776674262567,-74.5739908762525,1.06,0.983215,12.5408,9.942,0.042,9.29,0.03,8.144,0.023,7.89,0.038,7.82,0.026,9.13657,0.000402,9.47033,0.001538,8.68088,0.002547,7.772,0.028,7.814,0.02,7.787,0.018,7.819,0.15,17.0,,Sco-Cen,Kerr+2023
360631514,4858.0,9.3525,0.79,1.42875,0.0008240523566399,5.838361599097855e+18,189.838649261889,-75.0442178254175,0.79,1.42875,9.64561,11.15,0.08,10.288,0.006,8.434,0.021,7.953,0.033,7.777,0.021,9.97514,0.001703,10.5313,0.006109,9.30724,0.004528,7.725,0.026,7.753,0.021,7.702,0.017,7.4,0.092,10.2,0.8499999999999996,ScoCen,Rotzenbock+2023
360641879,4591.0,10.3411,0.73,1.20832,0.00120385469736,5.250989430848853e+18,142.817746838228,-62.1616615421782,0.73,1.20832,8.15287,13.21,0.355,11.381,0.107,9.407,0.024,8.787,0.04,8.713,0.019,11.0226,0.000332,11.6521,0.000849,10.2922,0.000673,8.643,0.023,8.708,0.02,8.642,0.02,8.741,0.226,17.0,,Sco-Cen,Kerr+2023
360689837,6483.81,6.5939,1.32,1.34592,0.0003244814063997,6.643589352010758e+18,290.745597671906,-54.5380499086957,1.32,1.34592,20.7412,7.522,0.0,7.04,0.03,6.2,0.024,5.98,0.044,5.91,0.029,6.91969,0.000263,7.18085,0.001621,6.56415,0.003723,5.887,0.114,5.81,0.041,5.894,0.015,3.952,0.025,17.0,,Sco-Cen,Kerr+2023
360709162,5814.0,9.4558,1.05,1.30443,0.0008952097471201,5.247811842235299e+18,142.936434123578,-65.2479284590849,1.05,1.30443,7.1288,10.752,0.072,10.088,0.005,8.795,0.029,8.465,0.04,8.363,0.026,9.90766,0.001293,10.2789,0.004463,9.41619,0.003074,8.107,0.018,8.049,0.015,8.233,0.017,8.154,0.124,35.0,,Theia_92,Kounkel+2019;Kounkel+2020
360779428,3334.0,11.5834,0.649387,0.680295,0.0024694384075199,5.250988846733325e+18,142.993352278994,-62.157155057573,0.649387,0.680295,12.7478,15.63,0.042,14.103,0.03,9.955,0.022,9.334,0.022,9.106,0.023,12.8471,0.000794,14.3456,0.002716,11.6561,0.000992,8.995,0.023,8.829,0.02,8.688,0.022,8.455,0.189,17.0,,Sco-Cen,Kerr+2023
360918957,4032.0,11.7007,0.63,0.626053,0.0023769119203199,5.250537565925001e+18,143.250665910146,-62.8557780843669,0.63,0.626053,11.2899,14.419,0.042,12.956,0.069,10.507,0.024,9.834,0.023,9.646,0.019,12.521,0.000894,13.3455,0.004361,11.6267,0.002761,9.579,0.022,9.623,0.021,9.515,0.044,8.637,0.219,189.0,,Theia_424,Kounkel+2019;Kounkel+2020
361081082,6910.11,9.2841,1.51,1.5998,0.0007899072019199,5.80666546200965e+18,242.061117240769,-71.9858704792457,1.51,1.5998,4.74543,9.917,0.043,9.6,0.003,8.924,0.029,8.811,0.067,8.758,0.023,9.54268,0.000414,9.73992,0.001076,9.24438,0.000917,8.702,0.023,8.722,0.02,8.673,0.021,8.461,0.238,97.0,,Theia_216,Kounkel+2019;Kounkel+2020
361601862,6574.0,10.4949,1.37,0.94273,0.0013849785640798,5.788100689205803e+18,194.781153637076,-77.8024514601614,1.37,0.94273,5.83638,11.789,0.133,11.072,0.009,9.855,0.022,9.553,0.022,9.524,0.021,10.9384,0.00035,11.2951,0.000969,10.4429,0.001044,9.472,0.023,9.501,0.02,9.482,0.034,9.165,,17.0,,Sco-Cen,Kerr+2023
361742681,6290.0,8.3677,1.23,1.173,0.00051690939984,5.249282164160876e+18,144.725434583647,-64.9907599699262,1.23,1.173,11.0438,9.266,0.033,8.85,0.03,7.895,0.026,7.68,0.046,7.662,0.017,8.719,0.000452,8.99372,0.001325,8.32866,0.001188,7.57,0.031,7.617,0.02,7.602,0.017,7.519,0.091,189.0,,Theia_424,Kounkel+2019;Kounkel+2020
362413145,5579.0,9.7171,0.98,0.999215,0.0010781817695998,5.249913283844161e+18,145.786816397931,-63.2178928515275,0.98,0.999215,8.74575,11.22,0.091,10.429,0.007,9.049,0.023,8.682,0.049,8.596,0.019,10.195,0.001416,10.5859,0.004277,9.67013,0.003584,8.517,0.023,8.539,0.019,8.473,0.021,8.38,0.197,189.0,,Theia_424,Kounkel+2019;Kounkel+2020
362427140,5536.0,10.4707,0.97,0.865484,0.0028120857494401,5.257171916001676e+18,145.797815716974,-60.3361230975659,0.97,0.865484,7.36468,11.847,0.188,11.206,0.013,9.794,0.024,9.469,0.023,9.365,0.024,10.9686,0.001524,11.3856,0.003441,10.4298,0.002104,9.288,0.022,9.315,0.02,9.245,0.026,8.848,0.332,35.0,,Theia_92,Kounkel+2019;Kounkel+2020
362714717,5742.0,10.0373,1.03,0.928755,0.0010379997215999,5.409688094474068e+18,145.524366083312,-48.5231929797999,1.03,0.928755,7.83616,11.431,0.099,10.648,0.007,9.436,0.024,9.075,0.022,8.983,0.02,10.5007,0.000709,10.8752,0.002169,9.98931,0.001603,8.949,0.022,8.972,0.02,8.911,0.026,8.682,0.329,17.0,,Sco-Cen,Kerr+2023
362808488,6301.0,9.2687,1.24,1.18228,0.0007808007743997,5.408831952879513e+18,145.551187922201,-51.0526084864281,1.24,1.18228,7.41235,10.296,0.056,9.783,0.004,8.756,0.026,8.592,0.04,8.491,0.025,9.63811,0.000311,9.92682,0.001201,9.22566,0.001036,8.434,0.023,8.469,0.02,8.456,0.025,8.303,0.222,17.0,,Sco-Cen,Kerr+2023
362947037,5665.0,11.5341,1.01,1.04201,0.0025843852468798,5.948193769799471e+18,266.300641866774,-48.720660818602,1.01,1.04201,3.58503,12.87,0.031,12.231,0.046,10.774,0.024,10.486,0.023,10.366,0.019,12.0115,0.000676,12.3915,0.00207,11.4775,0.001502,10.253,0.024,10.278,0.021,10.238,0.066,8.932,,95.0,,Theia_219,Kounkel+2019;Kounkel+2020
36332984,5404.0,11.8042,0.939,0.857298,0.0024710244897601,3.0391665156069745e+18,118.636500055751,-9.62044698470655,0.939,0.857298,4.07765,13.295,0.05,12.404,0.08,11.101,0.022,10.766,0.022,10.662,0.021,12.3047,0.000494,12.7146,0.001671,11.7516,0.001352,10.627,0.023,10.663,0.021,10.504,0.069,9.094,,84.0,,Theia_217,Kounkel+2019;Kounkel+2020
363372886,7423.8,9.3569,1.7,1.79775,0.0008647746638398,5.809564874178252e+18,248.878743541495,-67.1134420830715,1.7,1.79775,3.73788,9.772,0.039,9.512,0.003,9.124,0.032,9.064,0.025,8.988,0.023,9.50748,0.000238,9.62822,0.000635,9.32175,0.000565,8.946,0.023,8.971,0.021,8.93,0.027,8.728,0.401,97.0,,Theia_216,Kounkel+2019;Kounkel+2020
363543262,7773.0,10.588,1.84,1.59108,0.0015304938048002,5.246091725010715e+18,147.80451800841,-65.5200580544626,1.84,1.59108,2.30819,11.201,0.115,10.859,0.008,10.269,0.026,10.153,0.022,10.098,0.021,10.7863,0.00033,10.9394,0.000834,10.5411,0.000914,10.063,0.023,10.072,0.02,10.018,0.038,9.221,0.329,54.0,,Theia_150,Kounkel+2019;Kounkel+2020
363605976,6283.0,11.7174,1.23,0.885968,0.0025171396848001,5.947556602816945e+18,266.836156721041,-48.4281728562933,1.23,0.885968,3.25546,12.749,0.033,12.284,0.057,11.165,0.027,10.878,0.024,10.843,0.028,12.1006,0.000275,12.3869,0.001428,11.6585,0.001028,10.775,0.024,10.808,0.022,10.985,0.129,8.522,,120.0,,Theia_307,Kounkel+2019;Kounkel+2020
363851826,5914.0,9.5028,1.08,1.2739,0.0009088048857599,6.087936646808252e+18,200.518620856611,-45.0564373698697,1.08,1.2739,6.81389,10.713,0.07,10.018,0.005,8.957,0.03,8.618,0.051,8.543,0.023,9.92689,0.002631,10.2683,0.010545,9.46086,0.006575,8.475,0.023,8.496,0.02,8.419,0.022,8.074,0.192,15.7,0.5999999999999996,ScoCen,Rotzenbock+2023
364052908,4657.0,11.1924,0.74,0.832538,0.0016106352911999,5.325609711604226e+18,137.815897750021,-50.2374659965967,0.74,0.832538,8.14831,12.831,0.398,11.951,0.03,10.226,0.022,9.649,0.023,9.5,0.023,11.8931,0.001392,12.5353,0.005311,11.1428,0.003791,9.393,0.023,9.401,0.021,8.881,0.053,7.539,0.166,34.0,6.0,,Luhman+2024
364075921,5367.0,9.9202,0.929,1.39089,0.0010428124103998,2.276137920179864e+18,306.314221101543,73.6092692002011,0.929,1.39089,6.26086,11.533,0.105,10.687,0.008,9.128,0.02,8.731,0.023,8.639,0.02,10.4478,0.001179,10.8909,0.003759,9.87337,0.00309,8.579,0.023,8.599,0.02,8.514,0.02,7.49,0.09,21.0,,CFN,Kerr+2023
364105875,7602.0,9.1662,1.77,1.59405,0.00160982877456,5.807741505935301e+18,251.592042698573,-70.6925400359449,1.77,1.59405,4.36228,9.661,0.034,9.391,0.003,8.885,0.032,8.819,0.024,8.776,0.023,9.35075,0.000289,9.49452,0.000946,9.12923,0.00094,8.72,0.023,8.74,0.019,8.677,0.028,8.159,0.236,97.0,,Theia_216,Kounkel+2019;Kounkel+2020
364200069,4265.0,10.4816,0.67,1.00834,0.00236240786448,6.010503476008901e+18,239.010432268711,-36.729784627342,0.67,1.00834,10.5845,12.85,0.063,11.662,0.046,9.352,0.023,8.759,0.024,8.593,0.025,11.2338,0.001837,11.9765,0.003677,10.4347,0.002302,8.251,0.019,8.291,0.016,8.324,0.024,8.218,0.306,16.9,0.75,ScoCen,Rotzenbock+2023
